Project,Task,Changed files,TestI,TextI
https://github.com/alphagov/whitehall,4048,"[test/functional/edition_preview_test.rb, Gemfile, Gemfile.lock, app/controllers/documents_controller.rb, features/support/gds_sso_helper.rb, test/functional/publications_controller_test.rb, app/helpers/public_document_routes_helper.rb, app/models/edition/identifiable.rb, app/views/admin/editions/_navigation.html.erb, features/preview-unpublished-editions.feature, features/step_definitions/policy_steps.rb, features/step_definitions/publication_steps.rb, features/step_definitions/session_steps.rb, test/functional/admin/case_studies_controller_test.rb, test/functional/admin/consultations_controller_test.rb, test/functional/admin/fact_check_requests_controller_test.rb, test/functional/admin/international_priorities_controller_test.rb, test/functional/admin/news_articles_controller_test.rb, test/functional/admin/policies_controller_test.rb, test/functional/admin/publications_controller_test.rb, test/functional/admin/specialist_guides_controller_test.rb, test/functional/admin/speeches_controller_test.rb, test/support/admin_edition_controller_test_helpers.rb, test/support/css_selectors.rb, app/views/documents/_change_notes.html.erb, features/step_definitions/document_steps.rb, test/unit/edition/identifiable_test.rb, test/test_helper.rb]","[app/controllers/admin/case_studies_controller.rb, app/controllers/admin/consultations_controller.rb, app/controllers/admin/editions_controller.rb, app/controllers/admin/international_priorities_controller.rb, app/controllers/admin/news_articles_controller.rb, app/controllers/admin/policies_controller.rb, app/controllers/admin/publications_controller.rb, app/controllers/admin/specialist_guides_controller.rb, app/controllers/admin/speeches_controller.rb, app/controllers/admin/topics_controller.rb, app/helpers/admin/edition_routes_helper.rb, app/helpers/public_document_routes_helper.rb, app/models/person.rb, app/models/policy.rb, app/models/publication.rb, app/models/topic.rb, app/models/user.rb, app/presenters/role_presenter.rb, app/views/admin/case_studies/_form.html.erb, app/views/admin/consultations/_additional_significant_fields.html.erb, app/views/admin/consultations/_edition.html.erb, app/views/admin/consultations/_form.html.erb, app/views/admin/editions/index.html.erb, app/views/admin/international_priorities/_form.html.erb, app/views/admin/news_articles/_form.html.erb, app/views/admin/policies/_form.html.erb, app/views/admin/publications/_additional_attachment_fields.html.erb, app/views/admin/publications/_additional_significant_fields.html.erb, app/views/admin/publications/_edition.html.erb, app/views/admin/publications/_form.html.erb, app/views/admin/specialist_guides/_edition.html.erb, app/views/admin/specialist_guides/_form.html.erb, app/views/admin/speeches/_form.html.erb, app/views/documents/_attachment.html.erb, app/views/documents/_attachments.html.erb]","[app/views/admin/editions/index.html.erb, features/filtering-documents.feature]"
https://github.com/alphagov/whitehall,4070,"[app/assets/images/loading-2b2c2d.gif, app/assets/javascripts/application/document_filter.js, app/assets/stylesheets/frontend/helpers/_pagination.scss, app/assets/stylesheets/frontend/views/_publications.scss, features/filtering-specialist-guides.feature, features/step_definitions/filtering_steps.rb, test/javascripts/unit/document_filter_test.js, app/assets/javascripts/application/on_ready.js, app/views/publications/index.html.erb, app/views/specialist_guides/index.html.erb]","[app/controllers/admin/specialist_guides_controller.rb, app/controllers/specialist_guides_controller.rb, app/helpers/public_document_routes_helper.rb, app/views/specialist_guides/index.html.erb]","[app/assets/javascripts/application/specialist_guide_pagination.js, features/specialist-guide-pagination.feature]"
https://github.com/alphagov/whitehall,4101,"[app/assets/javascripts/application/hide-other-links.js, app/assets/javascripts/application/on_ready.js, app/assets/stylesheets/frontend/views/_policies.scss, app/views/policies/_document_metadata.html.erb, test/javascripts/hide_topics_link_test.js, test/javascripts/qunit.js, app/views/admin/editions/_outbound_links.html.erb, app/assets/stylesheets/frontend/views/_specialist_guides.scss, app/views/specialist_guides/_document_contextual.html.erb, features/step_definitions/specialist_guide_steps.rb, features/viewing-published-specialist-guides.feature, test/unit/specialist_guide_test.rb, app/models/specialist_guide.rb, app/views/admin/specialist_guides/_form.html.erb, app/views/specialist_guides/_list.html.erb, features/editing-draft-specialist-guides.feature, test/functional/admin/editions_controller_test.rb, test/functional/admin/editorial_remarks_controller_test.rb, test/functional/admin/news_articles_controller_test.rb, test/functional/admin/organisations_controller_test.rb, test/functional/admin/policies_controller_test.rb, test/functional/admin/supporting_pages_controller_test.rb, test/functional/announcements_controller_test.rb, test/functional/consultations_controller_test.rb, app/assets/stylesheets/admin/document.scss, app/assets/javascripts/application/split_into_pages.js, test/javascripts/split_into_pages_test.js, lib/tasks/guidance.rake, app/views/admin/supporting_pages/show.html.erb, app/views/publications/_document_content.html.erb, test/functional/publications_controller_test.rb]","[app/controllers/admin/specialist_guides_controller.rb, app/controllers/specialist_guides_controller.rb, app/helpers/public_document_routes_helper.rb, app/models/document.rb, app/models/edition.rb, app/models/person.rb, app/models/specialist_guide.rb, app/models/user.rb, app/presenters/role_presenter.rb, app/views/specialist_guides/index.html.erb]","[app/assets/javascripts/application/specialist_guide_pagination.js, features/specialist-guide-pagination.feature]"
https://github.com/alphagov/whitehall,4112,"[features/editing-attachments.feature, features/step_definitions/publication_steps.rb, features/step_definitions/supporting_page_steps.rb, app/views/documents/_attachment.html.erb, app/views/admin/editions/_attachment_fields.html.erb, test/support/admin_edition_controller_test_helpers.rb, app/helpers/govspeak_helper.rb, app/views/consultation_responses/_document_content.html.erb, app/views/consultations/_document_content.html.erb, app/views/publications/_document_content.html.erb, app/views/specialist_guides/_document_content.html.erb, test/support/document_controller_test_helpers.rb, test/unit/helpers/govspeak_helper_test.rb, app/assets/stylesheets/frontend/helpers/_document.scss, app/assets/stylesheets/frontend/reset/_reset.scss, app/assets/stylesheets/frontend/views/_document-page.scss, app/views/documents/_attachments.html.erb, Gemfile]","[app/models/document.rb, app/models/edition.rb, app/models/policy.rb, app/models/user.rb, app/presenters/person_presenter.rb, app/presenters/role_presenter.rb]","[features/editing-draft-policies.feature, features/step_definitions/policy_steps.rb]"
https://github.com/alphagov/whitehall,4189,"[app/controllers/policies_controller.rb, app/controllers/supporting_pages_controller.rb, app/views/documents/_document_related.html.erb, app/views/policies/_document_contextual.html.erb, app/views/policies/activity.html.erb, app/views/supporting_pages/_document_contextual.html.erb, config/routes.rb, features/step_definitions/policy_steps.rb, features/viewing-published-policies.feature, test/functional/policies_controller_test.rb, test/functional/supporting_pages_controller_test.rb]","[app/controllers/admin/policies_controller.rb, app/controllers/policies_controller.rb, app/helpers/public_document_routes_helper.rb, app/models/edition.rb, app/models/person.rb, app/models/policy.rb, app/presenters/role_presenter.rb, app/views/documents/_recently_changed_documents.html.erb, app/views/policies/activity.html.erb]",[features/step_definitions/policy_steps.rb]
https://github.com/alphagov/whitehall,4236,"[app/controllers/organisations_controller.rb, app/views/organisations/show.html.erb, test/functional/organisations_controller_test.rb, app/models/organisation.rb, features/administering-organisations.feature, features/step_definitions/organisation_steps.rb, test/unit/organisation_test.rb, app/controllers/admin/organisations_controller.rb, app/views/admin/organisations/show.html.erb, db/migrate/20120620163501_add_ordering_to_edition_organisations.rb, db/schema.rb, test/functional/admin/organisations_controller_test.rb, app/assets/javascripts/admin/sortable.js, app/assets/stylesheets/admin/sortable.scss, app/assets/stylesheets/admin/organisation.scss, app/controllers/admin/edition_organisations_controller.rb, app/models/edition/organisations.rb, app/views/admin/organisations/_form.html.erb, app/views/admin/organisations/_sidebar.html.erb, app/views/admin/organisations/index.html.erb, config/routes.rb, test/functional/admin/edition_organisations_controller_test.rb]","[app/controllers/admin/consultations_controller.rb, app/controllers/admin/editions_controller.rb, app/controllers/admin/international_priorities_controller.rb, app/controllers/admin/news_articles_controller.rb, app/controllers/admin/organisations_controller.rb, app/controllers/admin/policies_controller.rb, app/controllers/admin/publications_controller.rb, app/controllers/admin/specialist_guides_controller.rb, app/controllers/admin/speeches_controller.rb, app/controllers/admin/topics_controller.rb, app/controllers/organisations_controller.rb, app/controllers/topics_controller.rb, app/helpers/admin/edition_routes_helper.rb, app/helpers/public_document_routes_helper.rb, app/models/edition.rb, app/models/edition/featurable.rb, app/models/news_article.rb, app/models/organisation.rb, app/models/person.rb, app/models/policy.rb, app/models/topic.rb, app/presenters/role_presenter.rb, app/views/admin/consultations/_edition.html.erb, app/views/admin/consultations/_form.html.erb, app/views/admin/editions/index.html.erb, app/views/admin/international_priorities/_form.html.erb, app/views/admin/news_articles/_form.html.erb, app/views/admin/organisations/_contacts_form.html.erb, app/views/admin/organisations/_form.html.erb, app/views/admin/organisations/_sidebar.html.erb, app/views/admin/organisations/edit.html.erb, app/views/admin/organisations/show.html.erb, app/views/admin/policies/_form.html.erb, app/views/admin/publications/_edition.html.erb, app/views/admin/publications/_form.html.erb, app/views/admin/specialist_guides/_form.html.erb, app/views/admin/speeches/_form.html.erb, app/views/documents/_attachment_meta.html.erb, app/views/documents/_attachments.html.erb, app/views/documents/_policies.html.erb, app/views/documents/_recently_changed_documents.html.erb, app/views/documents/_specialist_guides.html.erb, app/views/documents/_topics.html.erb, app/views/organisations/_beta_warning.html.erb, app/views/organisations/_header.html.erb, app/views/organisations/_navigation.html.erb, app/views/organisations/_sidebar.html.erb, app/views/organisations/_social_media_accounts.html.erb, app/views/organisations/management_team.html.erb, app/views/organisations/ministers.html.erb, app/views/organisations/show.html.erb, app/views/shared/_hero_rotator.html.erb, app/views/shared/_recently_updated.html.erb, app/views/topics/_list.html.erb, app/views/topics/_related_topics.html.erb, app/views/topics/show.html.erb]",[features/step_definitions/policy_steps.rb]
https://github.com/alphagov/whitehall,4240,"[app/controllers/topics_controller.rb, app/models/topic.rb, test/functional/topics_controller_test.rb, test/unit/topic_test.rb, app/controllers/publications_controller.rb, app/views/publications/index.html.erb, app/views/topics/_exemplars.html.erb, app/views/topics/show.html.erb, features/viewing-topics.feature, app/models/edition/topics.rb, db/migrate/20120619143958_cache_number_of_published_editions_on_topic.rb, db/schema.rb, features/step_definitions/topic_steps.rb]","[app/controllers/admin/organisations_controller.rb, app/controllers/admin/topics_controller.rb, app/controllers/organisations_controller.rb, app/controllers/topics_controller.rb, app/helpers/public_document_routes_helper.rb, app/models/document.rb, app/models/edition.rb, app/models/topic.rb, app/models/topic_membership.rb, app/views/documents/_policies.html.erb, app/views/documents/_recently_changed_documents.html.erb, app/views/documents/_specialist_guides.html.erb, app/views/documents/_topics.html.erb, app/views/organisations/_beta_warning.html.erb, app/views/organisations/_header.html.erb, app/views/organisations/_navigation.html.erb, app/views/organisations/_sidebar.html.erb, app/views/organisations/_social_media_accounts.html.erb, app/views/organisations/management_team.html.erb, app/views/organisations/ministers.html.erb, app/views/organisations/show.html.erb, app/views/shared/_hero_rotator.html.erb, app/views/shared/_recently_updated.html.erb, app/views/topics/_list.html.erb, app/views/topics/_related_topics.html.erb, app/views/topics/show.html.erb, lib/active_record_like_interface.rb]",[features/step_definitions/policy_steps.rb]
https://github.com/alphagov/whitehall,4260,"[app/views/admin/editions/_inbound_links.html.erb, app/views/admin/editions/show.html.erb, features/editing-draft-policies.feature, features/step_definitions/policy_steps.rb, features/viewing-inbound-links-to-a-policy.feature, app/assets/stylesheets/admin/sidebar.scss, app/views/admin/editions/_outbound_links.html.erb]","[app/helpers/admin/edition_routes_helper.rb, app/models/edition.rb, app/models/policy.rb, app/models/user.rb]",[features/step_definitions/policy_steps.rb]
https://github.com/alphagov/whitehall,4408,"[app/models/edition/fact_checkable.rb, app/models/fact_check_request.rb, app/views/admin/editions/_fact_check_responses.html.erb, features/fact-checking-policies.feature, features/step_definitions/fact_checking_steps.rb, test/unit/edition/fact_checkable_test.rb]","[app/controllers/admin/consultations_controller.rb, app/controllers/admin/editions_controller.rb, app/controllers/admin/international_priorities_controller.rb, app/controllers/admin/news_articles_controller.rb, app/controllers/admin/policies_controller.rb, app/controllers/admin/publications_controller.rb, app/controllers/admin/speeches_controller.rb, app/helpers/admin/edition_routes_helper.rb, app/helpers/public_document_routes_helper.rb, app/models/edition.rb, app/models/user.rb, app/views/admin/consultations/_edition.html.erb, app/views/admin/consultations/_form.html.erb, app/views/admin/editions/index.html.erb, app/views/admin/international_priorities/_form.html.erb, app/views/admin/news_articles/_form.html.erb, app/views/admin/policies/_form.html.erb, app/views/admin/publications/_edition.html.erb, app/views/admin/publications/_form.html.erb, app/views/admin/speeches/_form.html.erb, app/views/documents/_attachment_meta.html.erb, app/views/documents/_attachments.html.erb]",[features/step_definitions/policy_steps.rb]
https://github.com/alphagov/whitehall,4437,"[app/controllers/consultations_controller.rb, app/views/consultations/index.html.erb, features/viewing-published-consultations.feature, test/support/document_controller_test_helpers.rb]","[app/controllers/admin/consultations_controller.rb, app/controllers/consultations_controller.rb, app/helpers/public_document_routes_helper.rb, app/models/consultation.rb, app/views/consultations/index.html.erb]",[features/step_definitions/policy_steps.rb]
https://github.com/alphagov/whitehall,4441,"[app/assets/stylesheets/frontend/base.scss, app/assets/stylesheets/frontend/views/_browse.scss, app/assets/stylesheets/frontend/views/_filter.scss, app/controllers/publications_controller.rb, app/views/publications/_all_publications.html.erb, app/views/publications/_filter.html.erb, app/views/publications/_publication.html.erb, app/views/publications/index.html.erb, features/step_definitions/publication_steps.rb, features/viewing-published-publications.feature, test/functional/publications_controller_test.rb]","[app/controllers/admin/publications_controller.rb, app/controllers/publications_controller.rb, app/helpers/public_document_routes_helper.rb, app/models/edition/attachable.rb, app/models/policy.rb, app/models/publication.rb, app/views/publications/index.html.erb]",[features/step_definitions/policy_steps.rb]
https://github.com/alphagov/whitehall,4458,"[app/controllers/admin/edition_workflow_controller.rb, app/mailers/notifications.rb, app/views/notifications/edition_published.text.erb, app/views/notifications/edition_rejected.text.erb, features/publishing-policies.feature, features/rejecting-submitted-policies.feature, features/step_definitions/policy_steps.rb, test/factories/users.rb, test/functional/admin/edition_workflow_controller_test.rb, test/functional/notifications_test.rb]","[app/controllers/admin/consultations_controller.rb, app/controllers/admin/countries_controller.rb, app/controllers/admin/edition_workflow_controller.rb, app/controllers/admin/international_priorities_controller.rb, app/controllers/admin/news_articles_controller.rb, app/controllers/admin/organisations_controller.rb, app/controllers/admin/policies_controller.rb, app/controllers/admin/policy_topics_controller.rb, app/controllers/admin/publications_controller.rb, app/controllers/admin/speeches_controller.rb, app/controllers/announcements_controller.rb, app/controllers/consultations_controller.rb, app/controllers/countries_controller.rb, app/controllers/international_priorities_controller.rb, app/controllers/ministerial_roles_controller.rb, app/controllers/news_articles_controller.rb, app/controllers/organisations_controller.rb, app/controllers/policies_controller.rb, app/controllers/policy_topics_controller.rb, app/controllers/publications_controller.rb, app/controllers/site_controller.rb, app/controllers/speeches_controller.rb, app/helpers/public_document_routes_helper.rb, app/models/consultation.rb, app/models/doc_identity.rb, app/models/edition.rb, app/models/international_priority.rb, app/models/news_article.rb, app/models/organisation_type.rb, app/models/person.rb, app/models/policy.rb, app/models/publication.rb, app/models/role.rb, app/models/speech.rb, app/models/user.rb, app/views/admin/policies/_form.html.erb, app/views/announcements/index.html.erb, app/views/consultations/_consultation_index_item.html.erb, app/views/consultations/index.html.erb, app/views/countries/_beta_warning.html.erb, app/views/countries/_grouped_list.html.erb, app/views/countries/_list.html.erb, app/views/countries/_navigation.html.erb, app/views/countries/index.html.erb, app/views/countries/show.html.erb, app/views/documents/_policies.html.erb, app/views/documents/_policy_topics.html.erb, app/views/documents/_recently_changed_documents.html.erb, app/views/international_priorities/_grouped_list.html.erb, app/views/international_priorities/index.html.erb, app/views/ministerial_roles/_grouped_list.html.erb, app/views/ministerial_roles/index.html.erb, app/views/news_articles/index.html.erb, app/views/organisations/_beta_warning.html.erb, app/views/organisations/_grouped_list.html.erb, app/views/organisations/_header.html.erb, app/views/organisations/_list.html.erb, app/views/organisations/_navigation.html.erb, app/views/organisations/_organisation.html.erb, app/views/organisations/_organisations_logo_list.html.erb, app/views/organisations/_sidebar.html.erb, app/views/organisations/_social_media_accounts.html.erb, app/views/organisations/alphabetical.html.erb, app/views/organisations/index.html.erb, app/views/organisations/management_team.html.erb, app/views/organisations/ministers.html.erb, app/views/organisations/show.html.erb, app/views/policies/_grouped_list.html.erb, app/views/policies/_list.html.erb, app/views/policies/index.html.erb, app/views/policy_topics/_exemplars.html.erb, app/views/policy_topics/_grouped_list.html.erb, app/views/policy_topics/_list.html.erb, app/views/policy_topics/_related_policy_topics.html.erb, app/views/policy_topics/index.html.erb, app/views/policy_topics/show.html.erb, app/views/publications/_all_publications.html.erb, app/views/publications/_publication.html.erb, app/views/publications/index.html.erb, app/views/shared/_hero_rotator.html.erb, app/views/shared/_recently_updated.html.erb, app/views/site/index.html.erb, app/views/site/tour.html.erb, app/views/speeches/index.html.erb, lib/whitehall/presenters/collection.rb, lib/whitehall/presenters/object.rb]",[features/step_definitions/policy_steps.rb]
https://github.com/alphagov/whitehall,4462,"[app/helpers/public_document_routes_helper.rb, features/step_definitions/document_steps.rb, test/functional/admin/consultation_responses_controller_test.rb, test/unit/helpers/govspeak_helper_test.rb, features/remove-documents-published-in-error.feature]","[app/controllers/admin/policies_controller.rb, app/controllers/policies_controller.rb, app/models/edition.rb, app/models/policy.rb, app/models/user.rb, app/views/policies/show.html.erb]",[features/step_definitions/policy_steps.rb]
https://github.com/alphagov/whitehall,4486,"[app/controllers/admin/edition_workflow_controller.rb, app/controllers/admin/editorial_remarks_controller.rb, app/views/admin/editions/_editorial_remarks.html.erb, app/views/admin/editorial_remarks/new.html.erb, features/editorial-remarks.feature, features/step_definitions/editorial_remarks.rb, features/step_definitions/policy_steps.rb, test/functional/admin/editorial_remarks_controller_test.rb, test/support/admin_document_controller_test_helpers.rb]","[app/controllers/admin/policies_controller.rb, app/models/policy.rb, app/models/user.rb, app/views/admin/policies/_form.html.erb]","[app/models/document.rb, app/models/document_relation.rb, app/views/admin/documents/_form.html.erb, app/views/admin/documents/new.html.erb, app/views/admin/documents/show.html.erb, app/views/documents/show.html.erb, app/views/notifications/fact_check.text.erb, db/migrate/20111020100137_create_document_relations.rb, db/schema.rb, features/publishing-publications.feature, features/step_definitions/document_steps.rb, features/step_definitions/policy_steps.rb, features/step_definitions/publication_steps.rb, features/viewing-published-policies.feature, test/functional/admin/publications_controller_test.rb, test/functional/notifications_test.rb, test/unit/document_relation_test.rb, test/unit/document_test.rb]"
https://github.com/alphagov/whitehall,4498,"[app/controllers/admin/editions_controller.rb, app/controllers/admin/editorial_remarks_controller.rb, app/helpers/admin/document_actions_helper.rb, app/models/edition.rb, app/views/admin/editions/_rejected_by.html.erb, config/routes.rb, features/rejecting-submitted-policies.feature, features/step_definitions/policy_steps.rb, features/support/gds_sso_helper.rb, test/functional/admin/editions_controller_test.rb, test/functional/admin/editorial_remarks_controller_test.rb, test/support/css_selectors.rb, app/views/admin/editions/_navigation.html.erb]","[app/controllers/admin/policies_controller.rb, app/models/policy.rb, app/models/user.rb, app/views/admin/policies/_form.html.erb]","[app/models/document.rb, app/models/document_relation.rb, app/views/admin/documents/_form.html.erb, app/views/admin/documents/new.html.erb, app/views/admin/documents/show.html.erb, app/views/documents/show.html.erb, app/views/notifications/fact_check.text.erb, db/migrate/20111020100137_create_document_relations.rb, db/schema.rb, features/publishing-publications.feature, features/step_definitions/document_steps.rb, features/step_definitions/policy_steps.rb, features/step_definitions/publication_steps.rb, features/viewing-published-policies.feature, test/functional/admin/publications_controller_test.rb, test/functional/notifications_test.rb, test/unit/document_relation_test.rb, test/unit/document_test.rb]"
https://github.com/dchbx/enroll,5376,"[app/views/employers/employer_profiles/my_account/_profile_tab.html.erb, features/employers/create_employer.feature, features/step_definitions/employers_steps.rb, app/helpers/application_helper.rb, app/controllers/consumer/employee_roles_controller.rb, app/controllers/employers/employer_profiles_controller.rb, app/mailers/user_mailer.rb, app/models/message.rb, app/views/consumer/employee_roles/_new_message_form.html.erb, app/views/consumer/employee_roles/new_message_to_broker.js.erb, app/views/consumer/employee_roles/new_messsage_to_broker.html.erb, app/views/employers/employer_profiles/my_account/_home_tab.html.erb, app/views/insured/plan_shoppings/show.html.erb, app/views/layouts/_footer.html.erb, app/views/user_mailer/message_to_broker.html.erb, config/routes.rb, spec/controllers/consumers/employee_roles_controller_spec.rb, spec/helpers/application_helper_spec.rb, spec/models/message_spec.rb, spec/views/consumer/employee_roles/new_message_form.html.erb_spec.rb]","[app/models/broker_agency_profile.rb, app/models/broker_role.rb, app/models/carrier_profile.rb, app/models/email.rb, app/models/employee_role.rb, app/models/employer_profile.rb, app/models/forms/broker_agency_profile.rb, app/models/forms/employer_profile.rb, app/models/has_family_members.rb, app/models/validations/email.rb]","[features/employers/create_employer.feature, features/step_definitions/integration_steps.rb]"
https://github.com/dchbx/enroll,5391,"[app/views/consumer_profiles/_employers_and_plans.html.erb, app/views/consumer_profiles/_enrollment_history.html.erb, features/integration/employee_sign_up.feature, features/step_definitions/integration_steps.rb]","[app/models/broker_agency_profile.rb, app/models/broker_role.rb, app/models/carrier_profile.rb, app/models/email.rb, app/models/employee_role.rb, app/models/employer_profile.rb, app/models/forms/broker_agency_profile.rb, app/models/forms/employer_profile.rb, app/models/has_family_members.rb, app/models/validations/email.rb]","[features/integration/employee_sign_up.feature, features/step_definitions/integration_steps.rb]"
https://github.com/dchbx/enroll,5453,"[app/views/employers/broker_agency/_index.html.erb, features/brokers/create_broker_agency_profiles.feature, features/step_definitions/brokers_steps.rb, Gemfile, config/environments/test.rb, features/step_definitions/email_steps.rb, features/support/env.rb]","[app/models/address.rb, app/models/broker_agency_profile.rb, app/models/broker_role.rb, app/models/carrier_profile.rb, app/models/employee_role.rb, app/models/employer_profile.rb, app/models/forms/broker_agency_profile.rb, app/models/forms/employer_profile.rb, app/models/phone.rb, app/models/tax_household.rb]","[features/brokers/create_broker_agency_profiles.feature, features/step_definitions/brokers_steps.rb]"
https://github.com/dchbx/enroll,5483,"[features/employers/create_employer.feature, features/step_definitions/employers_steps.rb, app/views/insured/plan_shoppings/_plan_details.html.erb, app/views/shared/_signup_progress.html.haml, features/integration/employee_sign_up.feature, features/step_definitions/integration_steps.rb, spec/views/insured/plan_shoppings/_plan_details.html.erb_spec.rb, spec/views/shared/_signup_progress.html.haml_spec.rb]","[app/controllers/consumer_profiles_controller.rb, app/models/broker_agency_profile.rb, app/models/broker_role.rb, app/models/carrier_profile.rb, app/models/email.rb, app/models/employee_role.rb, app/models/employer_profile.rb, app/models/forms/broker_agency_profile.rb, app/models/forms/employer_profile.rb, app/models/has_family_members.rb, app/models/products/qhp_benefit.rb, app/models/validations/email.rb, app/views/consumer_profiles/_employers_and_plans.html.erb, app/views/consumer_profiles/_home.html.erb, app/views/consumer_profiles/_home_js.html.erb, app/views/consumer_profiles/_home_menu.html.erb, app/views/consumer_profiles/_home_modal3.html.erb, app/views/consumer_profiles/_home_profile_pane.html.erb, app/views/consumer_profiles/_menu.html.erb, app/views/consumer_profiles/_plan.html.erb, app/views/consumer_profiles/_qles.html.erb, app/views/consumer_profiles/_shop_for_plans_widget.html.erb, app/views/consumer_profiles/home.html.erb, app/views/consumer_profiles/home_old.html.erb, app/views/people/landing_pages/_coverage_plans.html.erb, app/views/people/landing_pages/_employer.html.erb, app/views/people/landing_pages/_personal.html.erb, app/views/shared/_address_fields.html.erb, app/views/shared/_email_fields.html.erb, app/views/shared/_error_warning.html.erb, app/views/shared/_home_address_fields.html.erb, app/views/shared/_phone_fields.html.erb, app/views/shared/_waive.html.erb]","[features/employers/create_employer.feature, features/integration/employee_sign_up.feature, features/step_definitions/integration_steps.rb]"
https://github.com/dchbx/enroll,5548,"[app/controllers/employers/plan_years_controller.rb, app/models/census_employee.rb, app/models/employer_profile.rb, app/models/employer_profile_account.rb, app/models/household.rb, app/models/plan_year.rb, features/step_definitions/employers_steps.rb, features/step_definitions/integration_steps.rb, spec/controllers/employers/plan_years_controller_spec.rb, features/employers/create_employer.feature, app/controllers/insured/plan_shoppings_controller.rb, app/models/family.rb, app/views/employers/plan_years/publish.js.erb, app/models/hbx_enrollment.rb, spec/models/hbx_enrollment_spec.rb, spec/models/census_employee_spec.rb]","[app/controllers/consumer_profiles_controller.rb, app/models/broker_agency_profile.rb, app/models/broker_role.rb, app/models/carrier_profile.rb, app/models/email.rb, app/models/employee_role.rb, app/models/employer_profile.rb, app/models/forms/broker_agency_profile.rb, app/models/forms/employer_profile.rb, app/models/has_family_members.rb, app/models/products/qhp_benefit.rb, app/models/validations/email.rb, app/views/consumer_profiles/_employers_and_plans.html.erb, app/views/consumer_profiles/_home.html.erb, app/views/consumer_profiles/_home_js.html.erb, app/views/consumer_profiles/_home_menu.html.erb, app/views/consumer_profiles/_home_modal3.html.erb, app/views/consumer_profiles/_home_profile_pane.html.erb, app/views/consumer_profiles/_menu.html.erb, app/views/consumer_profiles/_qles.html.erb, app/views/consumer_profiles/home.html.erb, app/views/consumer_profiles/home_old.html.erb, app/views/people/landing_pages/_coverage_plans.html.erb, app/views/people/landing_pages/_employer.html.erb, app/views/people/landing_pages/_personal.html.erb, app/views/shared/_address_fields.html.erb, app/views/shared/_email_fields.html.erb, app/views/shared/_error_warning.html.erb, app/views/shared/_phone_fields.html.erb, app/views/shared/_waive.html.erb]","[features/employers/create_employer.feature, features/step_definitions/employers_steps.rb]"
https://github.com/dchbx/enroll,5551,"[app/assets/stylesheets/custom.css.erb, app/controllers/insured/plan_shoppings_controller.rb, app/views/insured/plan_shoppings/_coverage_information.html.erb, app/views/insured/plan_shoppings/_purchase_confirmation.html.erb, app/views/insured/plan_shoppings/receipt.html.erb, app/views/insured/plan_shoppings/thankyou.html.erb, app/views/shared/_signup_progress.html.haml, config/routes.rb, features/employers/create_employer.feature, features/integration/employee_sign_up.feature, features/step_definitions/integration_steps.rb, spec/controllers/insured/plan_shoppings_controller_spec.rb, spec/views/insured/plan_shoppings/receipt.html.erb_spec.rb, spec/views/insured/plan_shoppings/thankyou.html.erb_spec.rb]","[app/controllers/consumer_profiles_controller.rb, app/models/benefit_group.rb, app/models/broker_agency_profile.rb, app/models/broker_role.rb, app/models/carrier_profile.rb, app/models/census_employee.rb, app/models/email.rb, app/models/employee_role.rb, app/models/employer_profile.rb, app/models/forms/broker_agency_profile.rb, app/models/forms/employee_role.rb, app/models/forms/employer_profile.rb, app/models/has_family_members.rb, app/models/hbx_enrollment.rb, app/models/organization.rb, app/models/products/qhp_benefit.rb, app/models/validations/email.rb, app/views/consumer_profiles/_employers_and_plans.html.erb, app/views/consumer_profiles/_home.html.erb, app/views/consumer_profiles/_home_js.html.erb, app/views/consumer_profiles/_home_menu.html.erb, app/views/consumer_profiles/_home_modal3.html.erb, app/views/consumer_profiles/_home_profile_pane.html.erb, app/views/consumer_profiles/_menu.html.erb, app/views/consumer_profiles/_qles.html.erb, app/views/consumer_profiles/home.html.erb, app/views/consumer_profiles/home_old.html.erb, app/views/people/landing_pages/_coverage_plans.html.erb, app/views/people/landing_pages/_employer.html.erb, app/views/people/landing_pages/_personal.html.erb, app/views/shared/_address_fields.html.erb, app/views/shared/_email_fields.html.erb, app/views/shared/_error_warning.html.erb, app/views/shared/_phone_fields.html.erb, app/views/shared/_waive.html.erb]","[features/employers/create_employer.feature, features/step_definitions/employers_steps.rb, features/step_definitions/integration_steps.rb]"
https://github.com/dchbx/enroll,5558,"[app/helpers/application_helper.rb, spec/views/shared/portal_title_spec.rb, app/controllers/employers/plan_years_controller.rb, spec/controllers/employers/plan_years_controller_spec.rb, features/integration/employee_sign_up.feature, features/step_definitions/employers_steps.rb, features/step_definitions/integration_steps.rb]","[app/models/broker_agency_profile.rb, app/models/broker_role.rb, app/models/carrier_profile.rb, app/models/email.rb, app/models/employee_role.rb, app/models/employer_profile.rb, app/models/forms/broker_agency_profile.rb, app/models/forms/employer_profile.rb, app/models/has_family_members.rb, app/models/validations/email.rb]","[features/integration/employee_sign_up.feature, features/step_definitions/integration_steps.rb]"
